Year (coverage),Source Folder,Source File,Area,Risk-assessed Population,With history of smoking (Female),With history of smoking (Male),Binge Drinkers (Female),Binge Drinkers (Male),With Insufficient Physical Activity (Female),With Insufficient Physical Activity (Male),Consumed Unhealthy Diet (Female),Consumed Unhealthy Diet (Male),Overweight (Female),Overweight (Male),Obese (Female),Obese (Male)
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Pasig,11926,235,652,320,905,0,0,0,0,3255,2006,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Pateros,1561,0,0,0,0,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Taguig,19305,0,0,702,1015,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Quezon City,86221,0,0,789,1125,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Makati,3866,59,135,32,73,1032,557,300,227,480,294,1065,674
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Mandaluyong,4632,68,152,106,170,171,70,172,77,984,655,41,33
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of San Juan,2145,0,0,43,78,0,0,0,0,889,473,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Manila,16379,0,0,293,538,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Las Piñas,5446,159,405,171,418,1008,839,723,658,649,572,336,267
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Muntinlupa,3036,70,104,56,78,0,0,0,0,1027,505,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Parañaque,5408,0,0,32,77,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Pasay City,3856,0,0,0,0,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,CAR,49547,945,2500,823,3332,0,0,0,0,6746,4858,347,203
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Abra,8035,317,540,233,660,0,0,0,0,555,541,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Apayao,4529,74,173,61,271,0,0,0,0,347,203,347,203
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Benguet,13205,168,454,192,537,0,0,0,0,2172,1433,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Ifugao,4229,70,111,97,257,0,0,0,0,513,543,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Kalinga,7205,208,663,113,807,0,0,0,0,726,669,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Mountain Province,7542,40,376,28,528,0,0,0,0,1075,513,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Baguio,4802,68,183,99,272,0,0,0,0,1358,956,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Region 1,97229,2086,6411,1766,6070,0,0,0,0,7263,5433,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Ilocos Norte,9516,83,398,103,314,0,0,0,0,663,524,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Ilocos Sur,23286,314,1202,162,644,0,0,0,0,2199,1306,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,La Union,19369,469,1104,448,1593,0,0,0,0,2125,1894,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Pangasinan,42554,1167,3582,1006,3357,0,0,0,0,2211,1632,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Dagupan,2504,53,125,47,162,0,0,0,0,65,77,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Region 2,98892,3446,8619,2249,7934,8280,7260,10343,7996,5648,4359,1535,1131
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Batanes,962,30,80,79,129,80,35,98,63,134,78,80,27
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Cagayan,29332,1722,3835,1033,3508,2195,2001,3019,2151,2102,1827,596,505
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Isabela,48595,1249,3526,941,3324,5026,4394,6275,4989,2625,1798,732,511
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Nueva Vizcaya,9134,218,403,89,263,321,238,274,200,252,203,47,38
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Quirino,6530,110,394,43,303,367,347,411,364,285,245,64,38
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Santiago,4339,117,381,64,407,291,245,266,229,250,208,16,12
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Region 3,285253,7887,18677,5692,17054,6919,5215,6118,4764,14661,10168,3077,2117
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Aurora,2725,62,190,128,267,47,13,301,241,101,65,128,70
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Bataan,23542,205,896,129,633,16,12,14,8,1518,966,1,3
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Bulacan,88062,3546,7401,2926,7694,3426,2379,2896,2098,7569,5399,2019,1522
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Nueva Ecija,44611,1307,4341,1109,3957,1210,990,892,874,1964,1394,478,267
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Pampanga,48503,667,2509,385,2063,2194,1807,1951,1453,990,655,225,153
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Tarlac,42777,1542,2085,500,1111,16,8,64,90,1413,1023,102,40
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Zambales,22912,301,672,333,765,8,4,0,0,708,428,51,20
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Angeles,6459,201,431,106,407,2,2,0,0,284,166,73,42
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Olongapo,5662,56,152,76,157,0,0,0,0,114,72,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Region 4A,77835,2836,6800,3390,9251,3957,5567,5956,3371,5502,6311,6450,7790
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Batangas,27860,262,2219,971,7084,1361,1842,2079,748,2469,1922,2576,3786
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Cavite,20484,1020,2227,864,206,382,1687,2284,725,140,2495,393,1879
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Laguna,11155,394,822,822,365,1340,729,925,123,1740,199,1587,721
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Quezon,6217,388,994,275,851,335,608,407,719,762,752,732,370
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Rizal,9950,769,368,264,630,348,637,52,978,320,916,1067,849
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Lucena,2169,3,170,194,115,191,64,209,78,71,27,95,185
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Region 4B,35952,1064,2572,965,2796,980,819,905,672,2198,1456,1118,731
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Marinduque,1877,2,73,9,97,0,0,0,0,56,27,16,12
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Occidental Mindoro,4724,201,667,149,603,338,236,268,183,133,107,123,61
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Oriental Mindoro,15761,485,1166,527,1406,265,302,368,310,1028,756,639,451
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Palawan,5833,201,356,77,263,126,114,112,91,149,104,50,35
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Romblon,5897,130,174,125,268,251,167,157,88,417,252,175,108
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Puerto Princesa,1860,45,136,78,159,0,0,0,0,415,210,115,64
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Region 5,59568,1890,5896,2148,5214,2865,1658,2674,1599,8178,5085,593,369
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Albay,11990,37,204,27,139,156,91,67,59,141,56,34,27
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Camarines Norte,1982,366,807,301,462,66,25,48,24,1171,694,13,5
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Camarines Sur,20006,611,1756,447,1453,2623,1527,2546,1507,1829,1138,545,337
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Catanduanes,4301,95,672,461,1044,0,0,0,0,1693,1084,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Masbate,4753,470,1056,506,930,0,0,0,0,1192,831,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Sorsogon,15803,304,1395,406,1177,0,0,0,0,2145,1279,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Naga,733,7,6,0,9,20,15,13,9,7,3,1,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Region 6,105370,2085,5989,1914,6637,2733,1966,2760,1637,3617,2386,1242,607
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Aklan,6671,203,436,220,532,776,642,808,581,621,361,201,104
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Antique,14554,402,880,160,837,0,0,4,5,591,326,4,3
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Capiz,23374,288,1707,494,1665,1868,1250,1654,885,531,346,740,303
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Guimaras,7245,52,389,68,703,89,74,294,166,530,353,273,166
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Iloilo,39082,1054,2296,845,2572,0,0,0,0,1085,794,24,31
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Iloilo,14444,86,281,127,328,0,0,0,0,259,206,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Region 7,66087,2450,5472,3456,7187,8279,5844,8632,5937,6516,4178,3533,2364
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Bohol,13997,507,927,751,1286,919,655,1072,677,1268,713,348,226
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Cebu,35946,1436,3483,2109,4713,5657,3922,5803,4002,4178,2613,2811,1875
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Cebu,5607,189,478,223,518,689,402,805,463,718,531,213,113
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Lapu-Lapu,7212,298,551,357,632,973,825,910,773,321,287,131,121
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Mandaue,3325,20,33,16,38,41,40,42,22,31,34,30,29
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Region 8,70141,2138,4672,3036,4446,32,24,32,24,4057,2776,22,14
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Biliran,1670,16,88,88,123,32,24,32,24,132,72,22,14
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Eastern Samar,10013,33,192,370,477,0,0,0,0,567,387,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Leyte,11708,579,1313,681,909,0,0,0,0,656,362,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Northern Samar,5365,358,730,410,490,0,0,0,0,713,428,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Southern Leyte,20628,212,626,371,768,0,0,0,0,1222,848,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Samar,9565,752,1253,550,928,0,0,0,0,327,244,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Ormoc City,4891,52,118,132,196,0,0,0,0,378,390,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Tacloban,6301,136,352,434,555,0,0,0,0,62,45,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Region 9,34527,1070,3527,808,2746,1486,946,1892,1328,1471,983,353,245
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Zamboanga del Norte,10074,252,895,214,742,1157,695,817,631,436,311,114,81
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Zamboanga del Sur,9437,299,1115,294,967,249,175,611,348,435,270,55,23
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Zamboanga Sibugay,8754,257,889,214,688,44,48,128,87,267,162,166,125
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Isabela,1608,58,190,32,119,0,0,185,135,185,135,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Zamboanga,4654,204,438,54,230,36,28,151,127,148,105,18,16
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Region 10,38504,0,0,2512,6046,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Bukidnon,10290,0,0,389,1224,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Camiguin,853,0,0,22,86,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Lanao del Norte,5011,0,0,102,332,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Misamis Occidental,6845,0,0,327,525,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Misamis Oriental,6378,0,0,1221,2656,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Cagayan De Oro,5283,0,0,328,966,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Iligan,3844,0,0,123,257,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Region 11,87182,3129,8751,5397,10956,25588,18245,23384,16787,14500,9628,2128,1468
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Davao de Oro,17002,385,1917,778,2203,4876,3501,4866,3548,2429,1708,1929,1357
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Davao del Norte,22366,628,2225,1018,2761,5718,3914,5338,3672,5332,3497,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Davao Oriental,10437,462,1245,767,1527,3304,2355,3117,2692,154,86,199,111
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Davao del Sur,10722,472,1107,1002,1457,4279,2738,4065,2517,2107,1137,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Davao Occidental,3598,170,481,172,478,669,633,668,591,506,371,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Davao,23057,1012,1776,1660,2530,6742,5104,5330,3767,3972,2829,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Region 12,45611,934,4276,532,2760,375,288,449,319,1648,1205,1418,1252
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Cotabato,15663,417,2267,177,1020,15,30,26,39,505,364,303,218
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Sarangani,6437,148,442,60,281,223,152,296,178,467,280,95,90
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,South Cotabato,6980,124,452,85,404,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Sultan Kudarat,14325,226,1033,174,988,0,0,0,0,538,461,537,460
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of General Santos,2206,19,82,36,67,137,106,127,102,138,100,483,484
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Caraga,44037,1395,3546,1946,4063,3799,2535,3850,2707,4114,2666,1411,854
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Agusan del Norte,6904,197,531,291,667,891,601,943,649,736,463,474,291
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Agusan del Sur,8372,344,1002,441,969,552,496,456,426,384,352,165,90
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Surigao del Norte,11605,258,729,386,821,1402,809,1446,884,1071,687,383,180
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Surigao del Sur,11766,457,992,650,1252,954,629,1005,748,1140,726,389,293
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Dinagat Islands,1610,38,54,39,91,0,0,0,0,222,129,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Butuan,3780,101,238,139,263,0,0,0,0,561,309,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,BARMM,29766,1004,2575,64,502,120,105,135,127,2259,1602,353,209
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Basilan,2346,149,176,2,7,69,56,83,81,77,42,62,31
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Lanao del Sur,12528,426,698,34,139,3,5,3,4,1134,827,100,91
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Maguindanao del Norte,3345,94,341,6,113,0,0,0,0,340,231,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Maguindanao del Sur,4424,168,590,10,153,0,0,0,0,257,199,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Sulu,1115,44,128,0,7,0,0,0,0,91,44,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Tawi-Tawi,964,0,227,0,7,31,30,38,30,21,25,73,45
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Special Geographic Area (SGA),1884,82,278,3,2,17,14,11,12,118,72,118,42
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Cotabato,3160,41,137,9,74,0,0,0,0,221,162,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,NIR,45557,1778,5018,1682,5526,860,553,107,54,3378,2430,833,542
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Negros Occidental,33149,1366,3857,1174,4045,63,23,107,54,2007,1560,334,280
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Negros Oriental,7383,297,819,342,978,797,530,0,0,561,416,499,262
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,Siquijor,2025,29,128,76,212,0,0,0,0,233,122,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors SC Risk Assessed.xlsx,City of Bacolod,3000,86,214,90,291,0,0,0,0,577,332,0,0
