Year (coverage),Source Folder,Source File,Area,Risk-assessed Population,With history of smoking (Female),With history of smoking (Male),Binge Drinkers (Female),Binge Drinkers (Male),With Insufficient Physical Activity (Female),With Insufficient Physical Activity (Male),Consumed Unhealthy Diet (Female),Consumed Unhealthy Diet (Male),Overweight (Female),Overweight (Male),Obese (Female),Obese (Male)
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Negros Occidental,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Negros Oriental,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,Siquijor,29616,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1c. Risk Factors AD.xlsx,City of Bacolod,29616,0,0,0,0,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,NCR,378043,3257,5590,22165,21197,6751,3262,5125,2766,33553,16561,4915,2553
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Malabon,10674,485,628,1636,956,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Navotas,7088,327,481,498,457,1447,598,1244,532,1833,807,767,331
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Valenzuela,29445,0,0,0,0,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Caloocan,45883,0,0,4760,3163,0,0,0,0,13669,4644,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Marikina,2160,124,211,133,166,598,232,596,278,437,174,269,113
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Pasig,23948,875,1636,2299,2716,0,0,0,0,5086,3855,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Pateros,2292,0,0,0,0,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Taguig,53826,0,0,3977,4978,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Quezon City,87366,0,0,3671,3324,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Makati,7107,201,339,195,165,2250,955,804,441,875,456,2542,1233
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Mandaluyong,14234,397,763,662,824,467,215,434,262,4173,2261,225,100
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of San Juan,3575,0,0,203,249,0,0,0,0,1464,912,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Manila,45081,0,0,2092,1740,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Las Piñas,11326,450,894,932,1124,1989,1262,2047,1253,2117,1229,1112,776
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Muntinlupa,11062,398,638,806,878,0,0,0,0,3899,2223,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Parañaque,10192,0,0,301,457,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Pasay City,12784,0,0,0,0,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,CAR,101237,1706,6037,3033,9948,0,0,0,0,16626,9183,1139,418
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Abra,14156,430,1251,630,1548,0,0,0,0,1191,702,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Apayao,7670,125,443,190,682,0,0,0,0,0,0,1139,418
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Benguet,18665,260,796,632,1401,0,0,0,0,4004,2182,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Ifugao,11678,179,280,485,1084,0,0,0,0,2212,1188,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Kalinga,19789,409,2056,430,3018,0,0,0,0,2635,2490,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Mountain Province,19819,46,736,87,1508,0,0,0,0,2415,1149,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Baguio,9460,257,475,579,707,0,0,0,0,4169,1472,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Region 1,347363,4770,18726,6584,19351,0,0,0,0,18409,13672,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Ilocos Norte,20687,260,976,167,632,0,0,0,0,992,795,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Ilocos Sur,93370,821,3420,738,1746,0,0,0,0,6357,3982,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,La Union,78342,794,3113,1671,4609,0,0,0,0,5259,4599,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Pangasinan,148249,2768,10808,3587,11723,0,0,0,0,5618,4096,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Dagupan,6715,127,409,421,641,0,0,0,0,183,200,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Region 2,283445,6375,24419,8486,28743,17898,17226,25292,21326,16795,12853,4910,3583
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Batanes,2046,48,206,435,508,237,149,445,299,316,262,293,198
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Cagayan,70623,2482,9539,2472,10396,4279,3385,6355,4991,5903,4620,1756,1082
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Isabela,144392,2360,9552,3327,11082,10349,10912,14194,12098,7422,5483,2357,1934
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Nueva Vizcaya,25583,477,926,422,865,449,401,504,414,901,624,134,67
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Quirino,16546,442,1376,774,2075,1816,1394,2234,1737,1023,736,229,126
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Santiago,24255,566,2820,1056,3817,768,985,1560,1787,1230,1128,141,176
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Region 3,837612,26633,76883,39632,86866,19814,16967,21374,19068,48803,38059,10160,8660
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Aurora,13319,334,1338,1187,2082,770,615,1141,887,586,549,550,391
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Bataan,68805,943,4268,1056,2930,165,180,159,177,4551,2579,22,24
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Bulacan,316070,11448,32643,20601,41452,9148,8030,11443,10398,26680,21883,7297,6598
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Nueva Ecija,139757,5359,18087,6966,20034,3235,3152,3509,3867,7689,6556,1408,1120
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Pampanga,108447,2743,8954,3367,8902,6009,4522,4715,3375,2168,1655,473,210
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Tarlac,108772,3363,6286,2561,5422,487,468,407,364,4349,3130,102,111
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Zambales,54706,1193,3108,1998,3595,0,0,0,0,1691,1054,103,89
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Angeles,16251,1007,1603,1263,1608,0,0,0,0,839,489,205,117
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Olongapo,11485,243,596,633,841,0,0,0,0,250,164,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Region 4A,557262,22244,76461,43022,89575,4686,28121,77028,138021,91333,55008,77028,82845
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Batangas,201302,7740,38293,13090,46294,1294,11202,24210,55577,33694,25041,24210,33257
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Cavite,138180,5465,14007,9849,16486,1088,6234,20042,30731,23631,12327,20042,18396
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Laguna,80792,2342,7386,3960,7420,764,4218,12295,20581,10759,5843,12295,12382
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Quezon,50062,2090,7930,7525,9139,888,2475,7695,11277,8879,4149,7695,6920
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Rizal,70245,3545,6671,7503,8657,548,3192,10604,15867,11812,5782,10604,9505
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Lucena,16681,1062,2174,1095,1579,104,800,2182,3988,2558,1866,2182,2385
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Region 4B,121451,3973,14851,8021,17920,3249,2874,4020,3018,11315,6581,5285,3341
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Marinduque,4805,13,122,40,174,0,0,2,0,201,100,52,16
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Occidental Mindoro,16388,638,3599,1138,4215,1013,643,1241,660,801,413,380,245
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Oriental Mindoro,50184,2129,6087,3616,7833,1139,1451,1955,1718,4188,3219,2643,1734
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Palawan,33401,744,3658,1804,3956,444,361,442,376,3106,1510,1238,678
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Romblon,8776,174,491,542,813,653,419,380,264,1199,512,297,477
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Puerto Princesa,7897,275,894,881,929,0,0,0,0,1820,827,675,191
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Region 5,187803,4740,25593,12329,25186,15101,10053,7436,4538,27568,22077,2244,981
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Albay,25141,404,1192,200,703,492,352,493,385,702,478,301,185
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Camarines Norte,14643,329,1909,841,1400,134,54,173,63,1629,1132,784,153
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Camarines Sur,72298,1577,8483,4068,7346,7797,4771,6651,3992,8355,4877,1093,617
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Catanduanes,16109,497,3966,3074,5751,6595,4826,0,0,6595,4826,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Masbate,18092,1202,5289,2174,5322,0,0,0,0,3363,7039,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Sorsogon,39336,688,4514,1855,4424,0,0,0,0,6605,3588,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Naga,2184,43,240,117,240,83,50,119,98,319,137,66,26
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Region 6,228907,5064,21672,6535,25485,4941,3586,6760,5585,10948,8366,2898,1764
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Aklan,9949,343,1112,677,1256,1436,908,1397,932,1328,824,591,248
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Antique,33691,615,3176,661,3598,16,36,4,4,1612,958,20,9
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Capiz,61076,542,4585,1387,5488,3455,2610,4825,4250,1348,930,1578,907
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Guimaras,14645,134,1350,369,2388,34,32,534,399,1844,1123,562,437
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Iloilo,79774,3025,10415,2933,11663,0,0,0,0,3911,3942,147,163
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Iloilo,29772,405,1034,508,1092,0,0,0,0,905,589,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Region 7,205400,5580,20822,17493,32287,24205,18588,28253,20209,21833,14321,13912,9537
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Bohol,30612,705,2394,2194,3874,1901,1226,2493,1641,3345,2106,999,596
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Cebu,124898,3681,15309,12615,24475,16286,13884,19040,15002,15127,10104,11686,8140
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Cebu,18239,509,1472,1372,1948,2056,1056,2576,1224,2190,1359,428,260
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Lapu-Lapu,22858,638,1567,1270,1894,3901,2362,4107,2288,1142,719,762,516
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Mandaue,8793,47,80,42,96,61,60,37,54,29,33,37,25
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Region 8,148921,6281,16128,14085,20779,331,220,337,221,12931,8890,56,58
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Biliran,5099,157,383,614,657,331,220,337,221,563,298,56,58
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Eastern Samar,16319,107,698,1701,1904,0,0,0,0,854,592,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Leyte,31568,1182,4309,2882,3845,0,0,0,0,2087,1140,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Northern Samar,16914,465,1701,1380,2245,0,0,0,0,2362,1256,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Southern Leyte,33621,1143,4033,2712,6017,0,0,0,0,4827,3952,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Samar,20700,2636,3666,2733,3770,0,0,0,0,1202,695,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Ormoc City,7112,76,217,355,600,0,0,0,0,662,730,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Tacloban,17588,515,1121,1708,1741,0,0,0,0,374,227,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Region 9,113317,2975,14754,3353,11489,2755,1934,5246,3653,5895,3627,1070,817
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Zamboanga del Norte,23640,746,3055,826,2528,1088,766,1292,1066,1071,612,278,203
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Zamboanga del Sur,35128,872,5085,1288,4385,789,572,1832,1064,1805,1207,215,97
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Zamboanga Sibugay,33200,645,3897,858,3152,455,318,644,587,1206,815,509,493
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Isabela,6855,164,833,134,467,0,0,740,477,740,477,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Zamboanga,14494,548,1884,247,957,423,278,738,459,1073,516,68,24
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Region 10,130229,0,0,6493,16293,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Bukidnon,41506,0,0,2856,7978,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Camiguin,3928,0,0,168,365,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Lanao del Norte,20862,0,0,785,1806,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Misamis Occidental,15966,0,0,633,1469,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Misamis Oriental,21669,0,0,0,0,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Cagayan De Oro,19669,0,0,1718,4132,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Iligan,6629,0,0,333,543,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Region 11,280893,10673,33700,22203,41577,79258,48508,74315,47458,50931,28970,7255,4667
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Davao de Oro,52084,1414,7080,3776,8981,14020,8936,15704,10338,8897,5383,6772,4293
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Davao del Norte,71198,1910,9470,5333,12213,15708,9711,16168,9562,18754,12194,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Davao Oriental,33190,1038,5056,3301,6140,10283,7285,9460,9091,354,221,483,374
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Davao del Sur,29696,1776,3668,2942,4341,13029,6700,12732,6162,6989,2915,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Davao Occidental,12663,832,2192,816,1712,1774,1140,1588,1676,1926,1005,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Davao,82062,3703,6234,6035,8190,24444,14736,18663,10629,14011,7252,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Region 12,164201,2675,19850,3712,19128,1199,671,1309,752,6199,4849,6121,4565
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Cotabato,53169,1255,6841,1417,6728,83,57,115,83,1492,1062,1454,1013
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Sarangani,15466,199,1635,231,1151,553,356,690,422,1140,681,318,185
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,South Cotabato,27358,319,2815,500,2624,0,0,0,0,0,0,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Sultan Kudarat,60648,848,8284,1328,8102,0,0,0,0,2894,2426,2894,2425
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of General Santos,7560,54,275,236,523,563,258,504,247,673,680,1455,942
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Caraga,120211,3985,15973,9080,17572,9842,5963,12447,8030,14445,8844,4336,2108
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Agusan del Norte,19970,505,2180,1446,2571,2380,1263,2917,1664,2394,1426,1282,556
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Agusan del Sur,31188,1377,5503,1908,5124,1765,1361,2265,1927,1972,1427,777,476
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Surigao del Norte,26090,645,2969,2414,3629,3289,1518,4068,2010,3714,2176,1002,426
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Surigao del Sur,24283,850,3514,2195,4121,2408,1821,3197,2429,3254,1909,1275,650
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Dinagat Islands,3576,71,417,294,580,0,0,0,0,677,348,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Butuan,15104,537,1390,823,1547,0,0,0,0,2434,1558,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,BARMM,129761,3290,15895,390,3099,401,301,341,382,11272,7236,1075,601
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Basilan,5021,110,622,8,19,113,139,199,217,274,99,251,73
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Lanao del Sur,49365,1754,5177,110,467,0,4,3,3,5217,3804,365,254
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Maguindanao del Norte,18404,383,2374,72,1089,0,0,0,0,1991,1211,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Maguindanao del Sur,25733,588,2980,125,742,0,0,0,0,1483,969,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Sulu,6713,78,976,1,15,0,0,0,0,745,236,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Tawi-Tawi,4998,119,1839,23,412,267,127,118,137,543,233,169,109
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Special Geographic Area (SGA),7225,114,1152,4,36,21,31,21,25,387,287,290,165
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Cotabato,12302,144,775,47,319,0,0,0,0,632,397,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,NIR,131375,4332,18921,7303,21566,2079,1129,0,0,12143,7946,2178,1011
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Negros Occidental,89038,3390,14844,4995,16300,0,0,0,0,6680,4915,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Negros Oriental,29643,690,2988,1445,3604,2079,1129,0,0,2803,1705,2178,1011
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,Siquijor,4909,48,441,393,689,0,0,0,0,719,483,0,0
1st Quarter 2025,2025Q1,C:\DATABASES\2025Q1Risk Factors AD Risk Assessed.xlsx,City of Bacolod,7785,204,648,470,973,0,0,0,0,1941,843,0,0
