Year (coverage),Source Folder,Source File,Area,Risk-assessed Population,With history of smoking (Female),With history of smoking (Male),Binge Drinkers (Female),Binge Drinkers (Male),With Insufficient Physical Activity (Female),With Insufficient Physical Activity (Male),Consumed Unhealthy Diet (Female),Consumed Unhealthy Diet (Male),Overweight (Female),Overweight (Male),Obese (Female),Obese (Male)
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1519,Leyte,12674,706,125,157,405,53,108,0,0,573,0,23,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1520,Eastern Samar,20216,192,299,340,0,159,0,400,312,0,202,0,27
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1521,City of Olongapo,6840,71,176,96,173,0,0,0,0,86,27,26,92
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1522,Region 11,92277,2371,8824,6308,9526,30047,0,1752,0,18467,7797,0,2331
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1523,Northern Samar,11824,907,85,55,606,5,35,132,0,1706,183,82,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1524,Zamboanga del Norte,9486,273,716,27,698,1417,643,855,62,0,0,1,96
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1525,City of San Juan,10345,234,90,8,315,0,504,220,0,1485,0,21,129
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1526,BARMM,1,0,0,1,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1527,Sultan Kudarat,29820,717,1993,167,845,375,0,0,0,1330,682,58,699
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1528,Region 5,56309,1943,3088,1045,4995,2397,2157,2537,0,2867,2274,133,1189
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1529,Batangas,53922,739,4000,2511,0,419,1146,4588,960,4527,4793,0,5310
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1530,Marinduque,2044,0,86,0,94,0,12,9,0,39,50,11,27
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1531,Pangasinan,18883,348,1525,0,49,0,205,0,0,18883,16557,221,316
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1532,Bukidnon,8938,259,391,260,0,0,0,0,0,0,188,97,2
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1533,City of Cebu,10876,190,977,134,923,1096,4252,1431,4391,4208,3237,3157,2546
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1534,City of Tacloban,8286,0,193,568,0,0,0,22,0,0,0,12,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1535,Oriental Mindoro,15194,337,1850,1012,1529,285,211,251,0,926,798,802,434
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1536,City of Baguio,9863,52,504,250,704,0,133,0,0,3820,1872,3264,452
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1537,Leyte,9628,0,916,0,11,0,0,566,0,0,291,0,273
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1538,City of Las Piñas,14482,0,0,513,0,109,2128,0,1879,2343,628,0,921
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1539,City of Pasig,19297,540,671,557,1757,0,0,170,0,4897,3186,50,53
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1540,NCR,208091,895,0,5605,1727,1532,0,724,3578,6431,3294,2195,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1541,Pasay City,3709,0,59,0,9,38,92,51,39,0,0,79,2
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1542,Romblon,2464,342,654,95,792,73,45,114,43,941,546,32,61
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1543,City of Makati,4581,85,150,0,120,643,313,328,43,570,0,438,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1544,Biliran,5377,0,371,360,418,0,0,0,18,404,234,112,43
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1545,Basilan,2456,2456,163,0,2407,70,2401,87,107,92,2456,2456,2413
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1546,Zambales,45337,1162,1933,0,672,0,820,503,401,0,1485,333,382
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1547,Quezon,11707,712,32,326,101,134,1217,676,0,1515,1308,226,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1548,BARMM,59456,350,129,924,239,0,0,53961,266,59456,384,52220,126
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1549,City of Isabela,10811,43,1153,0,797,0,0,1375,983,1277,788,256,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1550,City of Malabon,3524,0,132,276,0,0,4,36,76,475,30,0,23
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1551,City of Las Piñas,11424,185,200,651,594,72,916,964,1400,0,1618,670,548
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1552,Zambales,20560,483,216,362,84,0,607,73,0,82,460,44,211
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1553,Camarines Sur,20989,718,1596,0,89,2942,1590,70,1810,1718,1372,270,229
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1554,City of Baguio,4623,0,59,0,90,0,34,0,37,1382,320,938,42
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1555,Occidental Mindoro,3000,0,658,137,0,205,0,167,144,92,16,0,17
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1556,Nueva Ecija,7173,224,465,11,590,212,58,168,101,405,47,121,108
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1557,City of Mandaue,4466,109,0,129,254,2,0,0,5,111,20,0,80
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1558,Dinagat Islands,1689,0,21,15,75,156,96,139,0,58,23,0,42
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1559,Camiguin,735,3,4,38,2,15,9,12,0,0,0,5,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1560,City of Iloilo,11286,6,0,251,0,33,0,4,75,0,106,0,78
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1561,City of Pasig,11833,353,628,443,852,99,78,0,83,1757,0,0,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1562,Aurora,7717,0,488,372,862,136,136,1038,932,22,256,269,167
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1563,Region 5,1,0,0,0,0,0,0,0,0,0,0,0,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1564,Sulu,10582,291,0,46,20,0,33,95,0,80,0,103,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1565,City of Malabon,9466,448,0,986,706,0,0,35,0,59,91,231,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1566,City of Naga,1285,0,0,9,76,19,81,8,23,81,8,50,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1567,Pangasinan,18572,569,197,1156,2033,237,282,0,0,1529,18154,61,52
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1568,City of Olongapo,9002,0,195,0,291,0,168,6,0,183,106,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1569,Special Geographic Area (SGA),3131,2917,22,3131,0,24,2812,50,0,3131,147,3092,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1570,Region 4A,1,0,0,0,0,0,0,0,0,1,0,0,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1571,Masbate,4527,242,631,277,972,74,0,0,496,327,146,27,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1572,Caraga,80803,2246,5616,2036,8258,6233,4765,7107,4108,6068,2654,1346,2149
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1573,City of Puerto Princesa,1023,27,50,2,69,0,1,0,0,183,133,60,55
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1574,City of Las Piñas,4956,57,345,37,0,918,441,443,376,475,242,214,224
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1575,City of Davao,21428,708,1662,1695,0,2198,1944,0,4027,88,48,372,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1576,City of Malabon,3008,7,100,20,23,20,55,0,51,38,0,0,16
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1577,Negros Oriental,7416,156,0,32,185,838,540,0,0,581,205,461,198
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1578,Davao del Norte,22503,786,7,884,891,80,4203,5560,136,198,56,128,234
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1579,City of General Santos,9769,0,0,321,171,93,361,0,416,631,95,972,637
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1580,Albay,12537,0,411,0,202,72,97,9,170,902,128,159,53
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1581,La Union,21708,594,514,0,1865,24,0,0,0,317,0,0,27
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1582,Batangas,9389,100,18,6,63,58,604,62,0,183,633,0,88
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1583,Misamis Occidental,6668,75,288,62,601,10,61,0,0,0,0,6,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1584,City of San Juan,10766,0,0,64,0,149,112,0,0,1872,720,386,23
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1585,City of Puerto Princesa,2157,57,141,75,167,24,3,0,44,436,0,164,96
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1586,City of Lapu-Lapu,2086,27,178,300,167,0,26,15,4,549,2,130,112
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1587,Nueva Vizcaya,9677,131,443,253,307,279,9,312,130,296,278,47,103
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1588,Catanduanes,9716,0,1276,0,2392,62,0,42,0,618,2299,0,66
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1589,Catanduanes,11614,290,1783,0,2527,230,584,20,127,691,2730,561,450
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1590,Region 2,100316,569,9598,1969,9094,6053,3992,11623,8066,3819,3650,539,2240
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1591,Bataan,19225,59,785,0,525,529,333,0,0,1391,668,54,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1592,NIR,1,1,0,0,0,0,0,0,0,0,0,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1593,Pasay City,6249,24,0,33,0,153,3,149,51,0,78,0,65
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1594,Camiguin,1697,29,3,20,47,0,0,0,12,11,0,2,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1595,Agusan del Sur,9665,33,604,211,0,154,4,508,0,453,265,83,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1596,Bukidnon,12134,6,0,0,1493,44,0,0,0,0,0,0,168
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1597,Dinagat Islands,1881,28,63,53,27,115,0,0,0,22,0,33,38
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1598,Benguet,10752,178,441,173,386,63,82,0,0,746,0,1653,22
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1599,Siquijor,10542,64,576,407,952,79,154,0,89,1212,423,23,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1600,Quezon,6604,454,83,217,44,38,234,139,0,0,676,735,198
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1601,Misamis Occidental,9676,16,0,62,555,28,0,86,41,41,0,155,79
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1602,Masbate,5991,323,1295,0,81,53,0,1000,19,1673,0,32,108
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1603,Cebu,30034,1682,1181,1147,174,697,739,4289,324,1299,1440,0,757
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1604,Ifugao,11515,49,110,66,453,0,43,206,0,225,280,809,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1605,Occidental Mindoro,9133,538,1104,470,650,964,549,481,200,8,95,374,63
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1606,City of Bacolod,4613,24,0,0,381,0,15,0,0,285,616,6,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1607,Marinduque,3276,17,89,15,78,0,0,2,0,3,41,117,87
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1608,City of Cebu,10644,12,470,0,0,1199,0,963,0,1327,0,594,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1609,City of Bacolod,2786,61,0,57,169,11,0,0,42,11,0,6,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1610,Caraga,44860,138,3676,383,3541,4821,2994,4287,1861,3521,2663,1201,315
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1611,Region 7,1,0,1,0,0,0,0,0,0,0,0,0,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1612,Cotabato,23049,671,0,508,1373,0,0,41,0,288,0,149,802
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1613,Region 8,110261,1617,2898,4378,7827,1242,0,0,779,3265,0,0,177
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1614,Region 9,30326,727,0,563,2441,0,109,1991,1559,542,872,517,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1615,Region 9,32625,409,3958,160,3077,1015,2010,2083,0,125,571,809,233
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1616,Northern Samar,5050,0,255,134,272,32,21,3,0,338,0,3,17
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1617,Camarines Norte,2237,133,926,339,566,175,19,36,48,92,107,45,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1618,City of Lapu-Lapu,8993,470,286,35,769,400,698,1910,99,311,0,0,185
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1619,Southern Leyte,13408,368,89,240,4,98,0,0,0,54,516,0,81
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1620,Zambales,19186,641,382,682,615,179,177,9,129,792,0,364,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1621,Region 9,29354,28,1540,508,1048,123,748,1536,221,849,838,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1622,City of Cagayan De Oro,4748,153,0,71,665,13,0,10,0,306,149,0,88
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1623,Marinduque,1861,0,58,0,73,0,0,0,3,0,14,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1624,Rizal,8647,0,253,242,485,0,358,94,93,27,143,1004,800
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1625,Misamis Occidental,7514,0,169,60,633,152,0,28,0,7,94,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1626,City of Marikina,1314,64,77,0,19,282,134,141,3,0,99,118,45
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1627,City of Davao,27760,1119,2210,0,1770,3277,2137,0,4975,0,3962,0,234
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1628,Sultan Kudarat,26258,0,1099,355,1730,132,299,0,0,1321,722,805,1006
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1629,City of Cotabato,1,1,0,0,0,0,0,0,0,0,1,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1630,Ormoc City,4271,160,69,38,29,31,54,50,0,0,244,0,23
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1631,Capiz,26724,0,1747,421,92,0,1465,0,767,0,652,0,220
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1632,City of Naga,1911,17,9,51,121,26,46,77,25,67,0,0,23
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1633,Pampanga,78406,1046,1876,0,0,2623,4285,1778,167,665,1958,649,210
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1634,Basilan,1,0,1,0,0,0,0,0,0,0,0,1,1
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1635,Zamboanga Sibugay,9552,0,1139,139,899,0,191,0,384,230,309,0,135
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1636,Agusan del Sur,7700,0,937,45,27,0,155,188,34,312,54,179,90
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1637,Biliran,1476,43,120,80,81,36,12,156,76,0,87,46,12
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1638,Occidental Mindoro,3002,138,347,132,305,254,132,184,197,82,60,83,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1639,Region 4A,79062,2681,0,2241,1653,1586,2795,0,3244,6640,7049,0,7735
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1640,City of Naga,12411,259,0,0,691,257,599,260,0,0,365,295,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1641,City of Olongapo,5303,27,168,59,56,0,30,59,0,52,21,20,32
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1642,Region 8,66252,746,0,0,0,0,96,0,0,545,1576,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1643,City of Iligan,10391,464,1084,0,119,13,211,196,564,112,0,152,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1644,Sarangani,8134,25,64,0,161,239,23,153,96,528,0,123,185
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1645,Bataan,24912,0,341,112,74,528,415,0,379,977,331,467,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1646,Zamboanga del Norte,9852,79,68,167,330,1363,0,895,442,316,452,32,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1647,Marinduque,1683,29,77,18,33,1,10,2,0,9,29,0,10
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1648,Sorsogon,15687,0,1744,0,1328,660,0,164,104,854,616,52,54
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1649,Zamboanga del Norte,10288,160,941,0,629,581,845,780,718,103,123,154,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1650,South Cotabato,14376,350,584,77,0,81,0,115,18,1210,0,856,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1651,City of Bacolod,2817,26,167,116,149,0,23,29,5,1,294,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1652,Quezon City,11877,19,0,0,166,0,0,0,0,163,0,6,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1653,BARMM,56436,1035,3374,1188,663,287,51701,352,53159,0,56436,970,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1654,City of Marikina,1145,57,0,11,63,2,0,134,161,19,117,0,80
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1655,NIR,45073,1923,1608,2007,3386,0,368,0,0,3722,1747,663,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1656,Zamboanga Sibugay,9399,292,0,85,631,0,0,0,0,44,196,44,22
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1657,Agusan del Sur,7535,134,800,0,392,0,55,386,219,404,239,123,184
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1658,Ifugao,3831,0,0,38,218,0,13,14,53,171,94,310,120
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1659,Antique,11505,306,790,309,0,0,0,52,28,0,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1660,Nueva Vizcaya,10489,0,0,24,213,11,285,227,16,362,0,97,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1661,Camarines Norte,1619,115,809,14,275,3,12,15,50,0,0,0,10
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1662,Davao del Norte,32859,221,0,1967,0,7657,3738,2906,4599,3983,5336,160,451
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1663,City of Marikina,899,29,21,11,45,236,83,0,0,82,0,138,42
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1664,City of Davao,47892,2145,3363,1476,6408,12830,3569,12837,7543,7519,7296,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1665,Region 1,128018,6386,10247,0,7420,89,280,435,0,6325,2061,0,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1666,Benguet,10276,305,433,55,153,0,81,51,183,486,984,94,23
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1667,Occidental Mindoro,3363,0,16,92,16,27,0,164,224,0,95,131,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1668,Kalinga,8312,110,703,0,276,0,43,0,0,247,0,0,681
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1669,Region 5,62917,1326,5726,0,5853,3497,2396,0,0,10969,2317,182,377
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1670,Maguindanao del Norte,1,0,1,0,0,0,0,0,0,1,0,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1671,Pangasinan,19796,40,0,362,0,0,0,133,0,149,1800,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1672,Nueva Vizcaya,15902,0,329,0,613,516,522,0,0,536,0,0,123
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1673,City of General Santos,3845,39,36,0,159,0,0,0,142,144,171,953,212
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1674,Special Geographic Area (SGA),3614,0,286,39,0,90,41,157,28,3614,3273,70,3614
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1675,Quirino,6120,16,89,51,263,356,226,183,0,45,67,0,5
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1676,Davao de Oro,15434,292,599,0,2049,247,718,946,206,0,1437,1560,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1677,Dinagat Islands,10922,171,0,231,549,27,0,0,42,1577,0,125,31
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1678,City of Makati,4087,54,66,0,153,1266,40,251,0,482,1114,419,310
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1679,Ilocos Sur,9973,128,296,67,181,117,0,25,0,5,285,21,128
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1680,Antique,13208,347,527,495,140,246,0,323,0,485,306,20,52
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1681,Pateros,1456,3,50,0,0,0,20,0,33,0,0,1,4
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1682,Bataan,17640,247,0,0,556,16,0,0,101,1046,605,134,208
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1683,Davao del Norte,25595,684,2715,968,3019,7254,1904,2550,1776,257,2543,0,51
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1684,Region 2,83532,655,1776,2022,7530,3608,0,9714,6489,2312,669,860,723
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1685,Siquijor,10293,198,612,334,895,171,0,0,0,1441,577,7,7
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1686,Region 1,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1687,City of Mandaue,7625,132,0,70,77,178,0,302,37,143,85,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1688,Kalinga,14321,640,1416,238,0,0,0,0,0,1613,0,438,1400
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1689,City of Las Piñas,5051,31,343,0,342,627,962,0,701,236,32,239,205
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1690,Davao Oriental,9145,182,0,35,0,2748,1492,2295,1955,191,3,138,130
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1691,CAR,78492,1366,2865,2398,4011,112,0,0,1337,9389,9380,676,1094
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1692,Region 11,75021,923,0,413,11016,15922,5031,26372,14360,11450,6629,0,502
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1693,Southern Leyte,30656,234,326,126,1033,32,9,0,97,0,702,28,269
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1694,Ilocos Norte,7486,210,349,0,0,0,66,30,0,91,333,102,83
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1695,City of Muntinlupa,4934,0,121,0,0,0,18,23,4,1099,87,0,34
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1696,Pangasinan,16295,16173,16295,16295,12696,34,0,211,0,1656,11886,0,406
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1697,Zamboanga del Norte,11084,489,863,0,867,1162,775,790,622,451,162,157,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1698,Pampanga,61482,980,0,805,666,2134,1355,1536,1591,184,1473,1443,740
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1699,Region 2,1,0,0,0,0,0,0,0,0,0,0,0,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1700,Antique,17874,573,813,167,978,0,0,0,0,713,198,210,14
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1701,NCR,179140,0,388,209,1121,0,0,5247,1891,6227,2888,1797,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1702,Cagayan,29372,1136,3428,889,3540,1574,2214,18,2249,2694,142,815,478
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1703,Maguindanao del Norte,3485,0,0,0,3485,0,0,0,0,3485,152,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1704,Marinduque,2879,0,12,31,0,39,0,0,0,0,0,124,48
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1705,Region 4B,36175,842,2125,1859,5083,978,1484,0,507,0,1442,942,1168
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1706,City of Tacloban,8964,0,0,0,0,31,0,79,90,0,0,0,8
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1707,Ilocos Norte,10624,275,509,124,6,79,88,4,0,80,572,54,23
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1708,Special Geographic Area (SGA),7808,6037,7808,0,7456,7192,7508,74,0,283,172,279,7808
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1709,City of Caloocan,11612,0,337,130,669,0,0,0,405,0,176,84,61
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1710,Caraga,1,0,0,0,1,0,1,0,0,0,0,0,0
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1711,La Union,17409,85,856,626,1642,0,42,0,160,347,128,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1712,Surigao del Sur,10091,225,1019,160,155,847,686,0,0,1614,200,424,389
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1713,City of Puerto Princesa,9277,178,684,0,1230,150,27,50,0,3610,677,576,32
1st Quarter 2025,Synthetic,Risk Factor SC synthetic row 1714,Ifugao,4443,49,103,62,284,0,0,0,0,487,504,28,245
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1715,Basilan,1,0,0,0,0,0,0,1,0,1,0,0,0
2nd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1716,Tarlac,64163,2486,1558,1480,0,1038,724,270,1023,0,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor SC synthetic row 1717,Region 4B,1,0,0,0,0,0,0,0,0,0,0,0,0
