Year (coverage),Source Folder,Source File,Area,Risk-assessed Population,With history of smoking (Female),With history of smoking (Male),Binge Drinkers (Female),Binge Drinkers (Male),With Insufficient Physical Activity (Female),With Insufficient Physical Activity (Male),Consumed Unhealthy Diet (Female),Consumed Unhealthy Diet (Male),Overweight (Female),Overweight (Male),Obese (Female),Obese (Male)
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1422,City of Olongapo,30241,506,789,669,2235,377,0,0,278,0,644,164,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1423,City of Naga,2258,40,7,105,10,183,108,114,112,348,126,87,53
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1424,City of San Juan,3568,0,25,105,84,285,1,0,58,1967,15,0,31
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1425,City of Navotas,27766,1349,1783,0,1475,5111,3476,350,0,7859,2904,2286,355
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1426,Nueva Vizcaya,21697,468,1300,337,959,286,438,0,479,422,586,491,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1427,Zamboanga del Sur,23023,698,3288,538,0,0,225,1127,593,583,306,135,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1428,City of Muntinlupa,30654,1143,1468,1219,159,0,0,0,251,0,7491,210,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1429,Bulacan,33072,1091,219,2345,720,792,598,976,1392,1133,1354,330,767
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1430,Davao de Oro,55200,185,6323,0,208,0,3137,0,0,3064,11568,2223,3986
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1431,Quezon,92235,3526,13204,9608,18365,2932,1340,5893,178,10106,4922,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1432,City of Davao,28769,1298,0,1398,1546,8022,0,7224,1469,3094,2301,0,339
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1433,Sarangani,14568,217,1481,0,682,436,78,67,0,822,901,106,90
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1434,Masbate,19231,1175,5825,2238,5032,244,753,0,211,3449,8289,666,22
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1435,Camiguin,5829,14,28,150,24,0,13,0,0,0,96,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1436,City of Naga,2620,33,0,63,98,222,98,137,217,59,141,4,7
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1437,City of Davao,137132,4009,0,3059,16465,21859,26171,30062,15309,13118,11626,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1438,Tarlac,118837,2373,6496,6233,5761,512,128,0,840,4262,2635,1132,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1439,Davao de Oro,48717,2,0,156,9041,13385,7828,90,505,1768,9369,814,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1440,Lanao del Sur,30491,1094,3135,377,202,0,762,30491,10,27874,30491,30491,603
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1441,City of Santiago,47546,1910,4048,2563,9248,2065,2924,144,3867,143,2690,0,464
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1442,Palawan,14163,464,1919,192,2077,344,488,20,0,586,893,543,434
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1443,City of Davao,27406,1437,2194,2491,2790,7209,107,5611,3862,5562,1640,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1444,City of Las Piñas,27722,1225,1762,2308,1432,5754,2903,3392,2667,5108,0,0,985
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1445,Negros Occidental,197282,7133,19795,12916,0,0,0,0,4,13644,692,1694,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1446,Maguindanao del Sur,23760,485,16853,75,22720,276,141,196,336,0,20929,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1447,Cebu,239920,2533,16928,12721,0,25478,20919,14027,0,2256,0,25237,4206
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1448,City of Zamboanga,10929,0,1293,181,857,0,0,373,464,867,0,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1449,Basilan,1,0,0,1,1,0,0,0,0,0,0,1,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1450,Misamis Occidental,11674,0,263,573,127,219,100,330,79,42,196,289,81
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1451,City of Iloilo,33455,0,1068,614,1354,0,186,130,953,137,1103,4,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1452,City of Taguig,57022,0,928,0,5566,0,0,491,217,1047,594,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1453,Pangasinan,136731,0,11777,135732,131568,513,0,0,0,6658,2557,1998,2531
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1454,Laguna,27483,768,2492,1182,2276,75,83,3384,2749,1638,0,0,64
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1455,City of Marikina,1886,12,9,58,181,436,167,360,254,0,109,292,114
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1456,City of Naga,6591,164,757,168,905,209,61,0,297,0,0,133,64
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1457,Negros Oriental,32234,378,102,363,2188,2355,917,326,0,2820,1928,69,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1458,Batangas,218134,12587,23086,10011,18533,89,5573,0,43956,18935,15714,26833,40472
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1459,City of Caloocan,54414,398,734,6051,0,97,897,467,94,43,837,2447,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1460,Pangasinan,143382,576,0,0,0,1101,0,0,0,5233,740,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1461,City of Cagayan De Oro,40957,753,488,1515,3436,0,0,153,362,2753,824,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1462,Ifugao,11392,37,0,589,534,7,150,63,0,25,794,0,4
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1463,Caraga,1,0,0,0,0,0,0,0,0,0,0,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1464,Albay,17583,258,1523,147,0,547,0,471,460,225,202,181,118
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1465,Surigao del Norte,27577,1162,1600,2776,254,0,1538,4067,963,248,0,1033,629
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1466,Apayao,7553,0,0,172,715,48,16,0,0,1126,446,999,410
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1467,Palawan,32955,1173,5819,2183,3979,746,565,1229,184,2223,474,1671,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1468,Region 5,493945,11597,57747,30287,31610,6863,30712,4263,667,77659,0,10273,9981
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1469,City of Makati,6913,140,0,17,1,2261,0,0,17,794,0,0,141
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1470,City of Makati,8480,115,135,210,301,2315,0,1202,477,0,154,1581,1062
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1471,City of Bacolod,11959,0,1127,646,1863,50,0,34,0,249,118,0,18
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1472,La Union,23702,276,2157,342,1231,0,343,0,0,3845,1426,139,152
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1473,Region 9,260611,1585,27438,0,31304,5108,2789,0,14549,12450,0,0,2593
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1474,Caraga,256507,6173,37243,23178,15035,3726,11524,30757,25,29733,10383,0,6387
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1475,Kalinga,17650,400,2266,137,2582,0,111,0,0,102,1168,559,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1476,Region 3,1604531,24289,141024,96317,157781,54393,0,63683,12209,42601,62820,41540,22566
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1477,City of Zamboanga,11437,504,1552,187,751,202,64,157,505,873,611,128,169
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1478,City of Isabela,30368,537,3996,238,384,0,321,1439,1233,3833,1947,897,224
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1479,Agusan del Norte,22318,572,1269,1661,3080,2670,0,61,1400,41,1258,1663,394
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1480,Davao de Oro,91610,4169,12647,7467,16977,20314,20815,27900,4479,22227,2215,10663,448
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1481,Sultan Kudarat,66177,495,8270,0,6191,0,650,0,0,3074,412,3265,190
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1482,Iloilo,189868,9528,24475,12053,1173,0,3208,0,2097,12841,2920,0,13
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1483,Mountain Province,29555,0,808,242,0,126,45,0,285,370,1759,0,348
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1484,City of Parañaque,30366,295,0,197,338,324,265,0,91,689,147,556,70
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1485,Region 9,109871,0,15493,1758,13142,4797,0,4720,2624,1720,2639,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1486,Isabela,143208,852,0,2448,91,11252,10728,7236,11662,9613,5908,1799,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1487,Caraga,116462,0,14797,8806,19993,11873,1332,0,6597,703,0,459,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1488,Region 6,364939,11114,8082,0,32738,8113,532,9553,1073,8702,5136,3319,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1489,Misamis Oriental,24377,176,1946,0,23,1396,70,210,463,0,367,147,230
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1490,Guimaras,204341,0,2700,427,26990,0,0,7433,0,0,0,3775,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1491,Davao Occidental,10769,0,812,654,0,1441,0,696,1229,1903,440,83,77
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1492,City of Lapu-Lapu,33006,1164,845,4193,4782,1662,805,103,0,5637,3658,1018,1192
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1493,Region 11,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1494,Pateros,3170,20,0,0,0,45,0,43,22,23,0,68,11
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1495,Davao Oriental,35669,1220,4543,0,6224,9029,7014,7834,8550,365,1010,0,232
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1496,Sarangani,14264,139,0,0,0,148,349,600,571,782,884,196,230
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1497,City of Dagupan,35783,858,1957,196,2067,0,35,0,0,0,789,387,620
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1498,Region 1,1,0,0,0,0,0,0,0,0,0,0,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1499,City of Pasig,23856,0,278,2467,289,0,0,15,0,1939,4216,0,59
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1500,City of Muntinlupa,10920,91,124,0,221,0,239,70,33,3212,855,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1501,Basilan,9367,0,1388,201,9325,0,94,9367,297,375,7696,438,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1502,Region 6,577443,0,38215,15868,46521,12969,0,6037,0,27459,8208,4060,4766
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1503,City of Iligan,28400,1614,3188,1490,0,0,986,2578,89,2350,0,0,235
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1504,Laguna,87261,2068,9262,3114,6956,637,4903,12113,26594,9028,183,5169,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1505,Region 11,280072,4139,833,1062,35637,43426,42036,74165,18287,16979,31025,8840,416
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1506,Surigao del Norte,49234,850,5189,5285,1933,2562,2356,7898,4310,1743,241,1540,403
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1507,Davao del Norte,20010,622,2534,1430,1905,1531,2841,1440,2322,2201,1637,0,68
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1508,City of Mandaluyong,26463,764,0,1245,1568,786,708,2100,303,7224,1293,1412,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1509,Zamboanga del Norte,21665,0,66,94,1403,0,162,27,0,968,0,58,225
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1510,Isabela,254082,671,0,2398,12234,16982,15648,14659,2556,10755,2463,4017,415
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1511,City of Tacloban,30897,1080,1243,1332,2959,0,0,6,33,1111,0,0,480
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1512,City of Bacolod,12579,309,606,760,1355,0,0,44,0,3539,496,101,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1513,Palawan,30060,0,3450,1118,4838,848,0,1783,553,1000,488,74,379
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1514,Pasay City,24843,0,0,325,0,48,0,163,0,222,31,404,610
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1515,Zamboanga del Norte,34701,1562,585,286,4244,1577,1609,2397,2172,1801,527,623,201
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1516,City of Parañaque,9194,35,0,96,12,131,80,0,0,52,0,231,289
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1517,Ifugao,30991,445,930,1097,0,0,0,389,260,74,2805,4798,3108
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1518,Batangas,29321,1187,2640,1039,222,57,0,2105,4061,5821,3582,73,6298
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1519,Maguindanao del Sur,23039,965,41,108,21382,9,0,176,217,414,19611,105,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1520,Maguindanao del Sur,27517,27517,27517,0,26375,0,0,162,81,27517,1134,73,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1521,Region 6,261619,5725,15035,1415,13140,5695,0,0,5350,3612,145,5210,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1522,Negros Occidental,80162,513,15012,5096,988,829,962,1183,0,7303,5745,1095,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1523,Leyte,28494,631,541,2314,155,433,96,0,0,212,1223,279,41
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1524,Davao del Sur,51788,3579,7161,1615,7827,16418,4177,0,24,0,2769,0,377
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1525,City of Pasig,27421,970,425,931,30,0,195,0,0,5556,2706,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1526,Eastern Samar,17601,56,626,821,2285,0,0,0,164,0,422,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1527,City of General Santos,7440,71,263,350,180,87,119,99,281,655,206,615,427
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1528,Apayao,30103,0,0,354,2599,0,0,153,199,9,1364,0,1610
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1529,Biliran,5134,3,512,405,557,309,214,0,161,779,187,74,108
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1530,Nueva Ecija,26895,970,3136,0,4640,1122,1004,159,762,1561,1398,628,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1531,City of Zamboanga,28389,417,4191,396,1015,643,0,351,0,763,299,0,244
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1532,Bukidnon,35431,403,0,2634,3173,1876,0,2008,1951,904,24,510,683
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1533,Southern Leyte,34591,0,331,2382,991,368,272,18,0,1663,4828,241,1020
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1534,Sarangani,25367,374,1815,148,2114,725,191,315,0,837,965,132,628
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1535,Camiguin,3893,0,0,194,161,2,26,56,8,0,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1536,Region 1,97717,1505,4759,143,4319,0,355,5,0,0,671,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1537,Bohol,30193,91,0,15684,117,16009,1270,1811,2823,24216,63,11922,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1538,Sorsogon,38649,926,0,1146,3417,0,147,1516,0,5882,3269,795,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1539,NIR,132720,1591,19801,1384,0,3968,2841,0,779,10019,274,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1540,Region 5,1,0,0,0,1,0,0,0,0,0,1,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1541,Zamboanga del Sur,69690,2961,10574,985,10625,0,2626,4639,2796,2376,3242,517,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1542,Ifugao,12012,47,148,309,965,0,0,0,43,202,1134,813,20
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1543,Lanao del Sur,27229,811,27229,20358,260,0,93,1424,0,720,0,853,712
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1544,Cebu,210983,1885,12922,3945,49334,0,8220,4305,31040,0,0,1555,8550
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1545,Cavite,153897,1410,0,4755,11297,2450,5070,28719,1363,31745,14202,24639,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1546,Quezon,30590,521,1616,0,457,384,0,4980,0,4066,1044,1694,4969
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1547,Camarines Sur,25142,1036,3089,1444,172,2797,2052,2585,1283,2376,1914,191,242
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1548,Pasay City,23603,40,41,0,614,311,48,0,89,817,0,195,311
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1549,Romblon,31334,84,3018,4897,6107,2904,0,0,839,6828,0,1538,591
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1550,NCR,413006,0,1700,0,17468,276,12969,0,0,22969,23584,7432,13726
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1551,City of Caloocan,61181,0,0,307,2666,0,0,3468,1822,262,28,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1552,Lanao del Norte,20346,220,130,998,1847,0,0,0,156,956,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1553,Agusan del Norte,18357,596,1108,1368,1750,2055,993,2684,1742,1077,0,0,416
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1554,Nueva Ecija,326819,14061,37729,7582,97,5335,7471,0,7530,13029,13,5582,2990
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1555,City of Lapu-Lapu,16218,182,1193,68,1309,3402,0,1293,1495,2585,1503,0,317
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1556,NIR,1,0,0,0,0,0,0,0,0,0,0,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1557,Quirino,29467,1257,2522,357,910,1693,1455,3853,870,1679,634,230,264
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1558,Aklan,31754,581,1827,560,1292,37,0,84,2667,140,2605,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1559,Region 2,1,0,0,0,0,0,1,0,0,0,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1560,Basilan,33695,875,2477,0,203,33695,704,1378,0,30010,29022,0,25355
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1561,Benguet,16958,40,465,0,1376,23,0,249,0,3335,774,3850,581
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1562,City of Tacloban,29912,0,2022,329,1318,0,609,0,94,992,290,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1563,City of Las Piñas,31064,615,0,1141,3364,0,2725,4622,3453,1319,2816,2341,7
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1564,Ilocos Sur,90411,0,6837,763,1216,84,0,213,15,4961,0,0,213
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1565,City of Iligan,29909,0,0,1594,2267,2099,0,2109,2068,109,0,0,291
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1566,Apayao,8827,230,437,6,585,0,0,9,56,0,473,515,402
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1567,Quezon,51616,573,2708,2248,6891,586,2056,8345,11039,307,0,6952,2587
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1568,City of Valenzuela,27424,0,446,0,0,213,0,232,0,0,375,0,9
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1569,Batangas,203454,7153,31547,200,28366,127,2024,1130,0,0,19081,23481,10
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1570,Isabela,176523,4003,7491,176,20628,506,747,10231,16617,8053,4742,1914,2691
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1571,Region 8,325309,16762,38907,29055,14296,2969,0,2789,3053,21742,1556,1818,2936
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1572,Region 6,694880,8353,62690,0,64415,141,17782,0,0,3853,14822,0,2691
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1573,Abra,13988,26,1313,939,1705,162,361,202,0,208,622,666,180
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1574,City of Las Piñas,11892,174,0,426,1341,1609,37,1739,1336,0,1267,1346,955
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1575,Dinagat Islands,24882,561,3223,1226,1749,1635,173,0,0,0,2379,0,68
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1576,City of Caloocan,48651,285,0,147,410,0,635,0,1165,623,61,0,335
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1577,Mountain Province,19839,22,418,203,1378,0,0,0,0,0,605,0,162
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1578,Misamis Oriental,30991,485,2334,264,290,248,0,2079,1533,138,122,597,323
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1579,Region 9,1,0,0,0,1,0,0,0,0,0,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1580,Zamboanga del Sur,27271,338,3726,210,3398,1061,232,1647,852,1390,1236,0,386
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1581,Region 4A,602092,2345,89479,44960,96135,5663,0,79968,76794,57432,2529,44060,94406
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1582,Romblon,9927,553,984,582,1689,751,103,319,414,4,673,156,504
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1583,NIR,136904,1510,14852,8442,27267,0,1554,1446,2594,291,4054,1730,412
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1584,Siquijor,12926,135,925,734,898,0,25,0,20,827,1028,99,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1585,Region 1,386348,0,64026,4698,13135,0,0,4757,12101,73658,5573,1680,5324
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1586,Region 2,258939,0,22976,10801,28631,8290,0,15593,20845,12421,12884,5414,678
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1587,City of Naga,6370,149,702,205,0,389,271,630,24,9,0,179,111
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1588,City of Butuan,36630,1149,2457,1772,2481,53,0,96,355,6522,0,408,340
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1589,Region 10,1,0,0,0,0,0,0,0,0,0,0,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1590,Camarines Norte,59274,1049,10685,3767,149,0,0,2921,292,1914,0,3303,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1591,Pampanga,80338,617,8229,1589,1117,151,0,4538,2824,1774,0,0,1973
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1592,City of Navotas,26500,532,4,1899,0,4668,1976,2941,2020,139,0,3112,1856
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1593,Kalinga,29750,326,3800,670,0,175,0,340,0,3589,2584,1093,2869
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1594,Isabela,146549,0,12020,1423,8434,0,6848,14603,6380,6566,0,0,1594
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1595,Ifugao,17794,365,177,1259,1903,198,0,0,27,4117,357,1178,1130
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1596,City of Butuan,17661,0,202,0,1746,354,5,0,0,760,1923,196,29
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1597,Region 8,289289,16130,34828,24185,1054,0,6165,0,0,7553,15551,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1598,Sultan Kudarat,68421,0,8797,723,7892,683,0,0,24,1073,0,2714,1129
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1599,Camarines Sur,28789,624,3043,826,3014,224,1848,0,901,3752,2055,603,450
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1600,City of Puerto Princesa,3297,0,207,37,361,0,9,0,0,1956,584,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1601,Guimaras,153327,3646,4405,0,255,0,677,525,4822,2837,27,0,4012
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1602,Siquijor,31316,268,2191,1581,0,0,0,141,346,1684,2616,115,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1603,City of Isabela,6436,0,523,107,488,0,0,655,179,502,2,0,18
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1604,City of Cotabato,1,0,0,0,0,0,0,1,0,0,1,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1605,Benguet,14229,205,712,84,1227,117,0,319,0,3065,417,106,37
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1606,Oriental Mindoro,45783,1571,0,484,8154,2157,658,1930,3044,0,3490,2153,1824
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1607,Capiz,54786,585,0,0,4415,2850,0,3904,0,950,995,1910,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1608,Agusan del Sur,30917,569,6173,2395,378,39,129,2391,1456,2033,0,475,931
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1609,Bataan,62942,1128,272,0,0,0,0,0,952,687,2622,157,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1610,Sorsogon,31617,505,0,1546,338,1064,896,1608,0,0,126,181,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1611,Zamboanga del Norte,45155,485,5510,379,4080,2951,1597,3249,499,1326,900,937,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1612,Agusan del Sur,48472,2807,3556,2732,3454,0,2310,2774,3881,2474,0,1741,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1613,La Union,62204,574,2159,1404,3854,0,196,0,0,677,0,0,565
